aacode	hhcompx	hhcomp1	hhtype11	hhtype7	hhtype6	hhsizex	famnumx	loncoupx	nlpar	ncouple	nsing	ndepchil	nxdepch	otherfam	othfamlp	nounits1	cohabhrp	cohabprt	studprt	sft	agehrpx	agehrp2x	agehrp4x	agehrp6x	ager	agepartx	pyngx	pyngbx	agen16	grossa	ageoldx	ageoldbx	olderx	emphrpx	emphrp3x	empprtx	nssech	nssecp	hhempx	empprt3x	nemp	nunemp	ninac	nstud	studhrp	workless	ethhrp8x	ethhrp4x	ethhrp2x	ethprt	ethhrp8n	ethhrp4n	ethhrp2n	ethprtn	sexhrp	sexprt	freeleas	owntype	hatentp	bedstdx	nbedsx	bedrqx	nshare	nkita	totkitsa	nbatha	nliving	nroomsa	nrooms1a	sharer	accomhh	accomhh1	lenres	lenresb	lenown	lenownb	buypresh	ftbuyer	prevten	tenex	tenure1	tenure2	tenure3	tenure4	hhltsick	hpregdis	mortwkx	rentwkx	rentflg	rentexs	rentexsf	hhincx	hhinc5x	hhincflg	amthbenx	housbenx	hhbensx	jointinc	allincx	hyeargrx	hhvulx	equityr	equityr5	bhcinceq	bhcinc_1	bhcinc_2	ahcinceq	ahcinc_1	ahcinc_2
J1423403	1	1	4	1	1	4	1	1	0	1	0	0	2	2	1	1	-9	-9	2	3	57	1	3	5	4	52	22	4	0	6	57	4	0	1	1	2	13.3	12.2	1	1	4	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	3	3	3	2	2	1	2	2	5	5	2	1	1	11	6	11	6	22	1	9	1	2	2	2	1	2	2	115.384615384615	-9	-9	-9	-9	19865.56	3	0	-9	-9	2	23660	23660	43340	2	77000	2	422.528730305839	3	0	318.485367892977	3	0
J1423404	4	3	6	3	3	5	2	0	1	0	1	3	1	1	2	2	2	-9	-9	1	43	1	2	3	3	0	6	2	2	2	43	3	0	1	1	-9	9.1	0	1	-9	2	0	0	1	2	0	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	4	5	4	2	2	1	2	2	8	8	2	2	2	20	7	20	7	13	2	9	1	2	2	2	1	2	2	53.0769230769231	-9	-9	-9	-9	18647.2	3	0	-9	-9	2	18777.2	18777.2	22157.2	2	101000	3	244.85549132948	1	1	203.584108199493	1	1
J1423405	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	2	2	53	1	3	4	4	46	46	5	0	11	53	4	0	1	1	1	7.1	9.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	2	1	1	1	-9	5	3	1	2	2	1	2	2	6	6	2	1	1	13	6	19	6	14	2	9	1	2	2	2	1	2	2	69.2307692307692	-9	-9	-9	-9	33583.41	4	0	-9	-9	2	41860	41860	41860	2	110000	3	616.988653846154	4	0	547.757884615385	4	0
J1423406	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	2	2	57	1	3	5	4	50	50	5	0	12	57	4	0	1	1	1	13.5	13.5	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	4	1	2	2	1	2	2	7	7	2	3	3	25	7	25	7	8	1	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	15358.56	2	0	-9	-9	2	15881.25	15881.25	15881.25	2	149812	4	276.126153846154	1	0	276.126153846154	2	0
J1423407	4	3	5	3	3	2	1	0	1	0	0	1	0	2	1	1	2	-9	-9	1	38	1	2	3	3	0	13	3	1	2	38	3	0	1	1	-9	10	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	4	3	2	2	2	1	2	2	5	5	2	3	3	10	6	4	4	29	1	9	1	2	2	2	1	2	2	34.6153846153846	-9	-9	-9	-9	12767.56	2	0	-9	-9	1	13899.6	13899.6	13899.6	1	-88888888	-8	260.114058355438	1	0	245.748520710059	2	0
J1423408	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	73	2	4	6	5	68	68	6	0	14	73	5	2	3	3	3	13.4	13.4	3	3	0	0	2	0	2	-9	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	4	1	2	2	1	2	2	7	7	2	1	1	7	5	7	5	26	2	9	2	1	1	1	1	1	1	0	-9	-9	-9	-9	13173.496	2	0	-9	-9	2	13235.95	13235.95	13235.95	2	150000	4	253.933015384615	1	1	253.933015384615	2	0
J1423409	3	1	2	2	2	6	1	1	0	1	0	4	0	2	1	1	-9	-9	2	1	36	1	2	3	3	28	0	1	3	1	36	3	0	6	3	1	4.1	9.1	1	1	1	0	1	1	2	0	1	1	1	1	1	1	1	1	2	1	1	1	-9	4	4	3	2	2	1	2	2	7	7	2	2	2	13	6	13	6	20	2	9	1	2	2	2	1	2	2	128.076923076923	-9	-9	-9	-9	38359.61	5	0	-9	-9	2	47320	47320	47320	2	20000	1	363.945894778796	2	0	284.326066260472	2	0
J1424101	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	58	1	3	5	4	0	58	5	0	12	58	4	0	1	1	-9	6	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	1	1	2	3	2	3	32	2	2	2	1	1	1	1	2	2	0	-9	-9	-9	-9	21735.56	3	0	-9	-9	2	27102.5	27102.5	27102.5	2	250000	5	591.577497129736	4	0	683.37400530504	5	0
J1424102	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	48	1	3	4	4	0	48	5	0	11	48	3	0	1	1	-9	3.1	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	5	3	1	2	2	1	2	2	6	6	2	2	2	21	7	22	7	12	2	9	1	2	2	2	1	2	2	69.2307692307692	-9	-9	-9	-9	16152.76	2	0	-9	-9	2	20280	20280	20280	2	165000	4	420.572904707233	3	0	366.470822281167	3	0
J1424104	7	6	10	5	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	79	2	4	6	6	0	79	7	0	15	79	6	1	3	3	-9	-9	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	2	2	37	8	38	8	4	2	9	2	1	1	1	1	1	1	0	-9	-9	-9	-9	10188.4	1	2	-9	-9	2	10213	10213	10213	2	160000	4	269.457520091848	1	0	311.269893899204	3	0
J1424105	3	1	2	2	2	5	1	1	0	1	0	3	0	2	1	1	-9	-9	2	1	45	1	3	4	4	37	9	2	3	2	45	3	0	1	1	6	9.1	12.6	1	3	1	0	1	0	2	0	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	3	3	3	2	2	1	2	2	5	5	2	3	3	4	4	-9	-9	-9	3	9	3	11	5	6	3	2	2	-9	103.846153846154	0	103.846153846154	0	27853.8	4	0	0	2	1	30317.04	30317.04	30317.04	1	-99999999	-9	322.762019230769	2	0	257.858173076923	2	0
J1424106	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	1	54	1	3	4	4	55	54	5	0	11	55	4	0	1	1	6	4.1	4.1	1	3	1	0	1	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	3	1	2	2	1	2	2	6	6	2	2	2	27	7	27	7	7	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	26712.36	4	0	-9	-9	2	35312.5	35312.5	35312.5	2	180000	4	484.853076923077	3	0	484.853076923077	4	0
J1424107	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	87	2	4	6	6	0	87	8	0	16	87	7	1	3	3	-9	13.1	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	1	1	4	4	5	5	29	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	24096	3	0	-9	-9	2	27977.5	27977.5	27977.5	2	255000	5	660.749138920781	4	0	763.279177718833	5	0
J1424108	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	1	66	2	4	6	5	59	59	5	0	12	66	5	1	1	1	6	3.1	4.1	1	3	1	0	1	0	2	1	3	3	2	7	3	3	2	7	1	2	1	1	-9	5	4	1	2	2	1	2	2	7	7	2	1	1	24	7	23	7	11	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	43155.72	5	3	-9	-9	2	54651.2	54651.2	54651.2	2	300000	5	792.090769230769	5	0	792.090769230769	5	0
J1424201	3	1	2	2	2	6	1	1	0	1	0	4	0	2	1	1	1	1	2	1	45	1	3	4	4	37	2	1	4	1	45	3	0	1	1	6	3.3	10	1	3	1	0	1	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	3	4	4	2	2	1	2	2	7	7	2	2	2	15	6	16	6	18	2	9	1	2	2	2	1	2	2	92.3076923076923	-9	-9	-9	-9	20927.65	3	0	-9	-9	1	21476	21476	21476	1	160000	4	195.233658828218	1	1	140.83825209444	1	1
J1424202	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	64	2	3	5	4	0	64	6	0	12	64	5	1	3	3	-9	3.1	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	5	3	1	2	2	1	2	2	6	6	2	2	2	59	8	0	1	33	1	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	29167.4	4	0	-9	-9	2	34590.5	34590.5	34590.5	2	100000	3	817.799942594719	5	0	944.699933687004	5	0
J1424203	4	3	5	3	3	2	1	0	1	0	0	1	0	2	1	1	2	-9	-9	1	40	1	2	3	3	0	4	1	1	1	40	3	0	1	1	-9	2	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	4	3	2	2	2	1	2	2	6	6	2	2	2	0	1	0	1	33	2	3	1	2	2	2	1	1	2	151.615384615385	-9	-9	-9	-9	26063.96	3	0	-9	-9	2	34101.6	34101.6	34101.6	2	46000	1	551.259062776304	4	0	420.487179487179	3	0
J1424206	7	6	10	5	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	84	2	4	6	6	0	84	7	0	15	84	6	1	3	3	-9	3.1	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	5	3	1	2	2	1	2	2	6	6	2	1	1	20	7	22	7	12	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	23018.4	3	0	-9	-9	2	26572	26572	26572	2	180000	4	637.009184845006	4	0	735.855437665783	5	0
J1424207	3	1	2	2	2	5	1	1	0	1	0	3	0	2	1	1	-9	-9	2	1	49	1	3	4	4	41	11	3	3	2	49	3	0	1	1	2	1	7.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	7	3	2	2	1	2	2	12	8	2	1	1	16	6	16	6	18	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	87742.12	5	0	-9	-9	2	133501.7	133501.7	133501.7	2	600000	5	954.959092930191	5	0	907.735841081995	5	0
J1424209	7	6	10	5	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	74	2	4	6	5	0	74	6	0	13	74	5	1	3	3	-9	12.3	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	3	3	35	8	-9	-9	-9	3	9	4	4	3	3	2	2	2	-9	70.6730769230769	0	70.6730769230769	0	9464	1	0	48.5576923076923	1	1	9464	11989	9464	1	-99999999	-9	328.329506314581	2	0	257.427055702918	2	0
J1424210	1	1	4	1	1	4	1	1	0	1	0	0	2	2	1	1	-9	-9	2	4	53	1	3	4	4	50	22	4	0	5	53	4	0	1	1	1	2	7.1	1	1	4	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	4	3	2	2	1	2	2	9	8	2	1	1	20	7	20	7	14	2	9	1	2	2	2	1	2	2	178.153846153846	-9	-9	-9	-9	49674.72	5	0	-9	-9	2	65937.5	65937.5	101937.5	2	390000	5	888.698331788693	5	0	704.9377090301	5	0
J1424301	1	1	4	1	1	4	1	1	0	1	0	0	2	2	1	1	-9	-9	2	4	48	1	3	4	4	48	19	4	0	4	48	3	0	1	1	1	4.1	12.6	1	1	4	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	4	3	2	2	1	2	2	8	8	2	1	1	13	6	13	6	21	2	9	1	2	2	2	1	2	2	151.846153846154	-9	-9	-9	-9	49298.96	5	0	-9	-9	2	69315	69315	89315	2	218000	5	762.160333642261	5	0	605.076086956522	5	0
J1424303	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	53	1	3	4	4	0	53	5	0	11	53	4	0	1	1	-9	12.5	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	2	2	49	8	23	7	11	1	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	21067.56	3	0	-9	-9	2	26267.5	26267.5	26267.5	2	125000	4	575.977611940298	4	0	665.353448275862	5	0
J1424307	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	62	2	3	5	4	0	62	6	0	12	62	5	1	3	3	-9	12.6	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	5	3	1	2	2	1	2	2	6	6	2	3	3	5	5	5	5	29	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	15498.08	2	0	-9	-9	1	17424.68	17424.68	17424.68	1	130000	4	422.619977037887	3	0	488.198938992042	4	0
J1424308	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	72	2	4	6	5	71	71	6	0	14	72	5	2	3	3	3	4.1	11.1	3	3	0	0	2	0	2	-9	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	3	1	2	2	1	2	2	6	6	2	1	1	3	4	4	4	30	2	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	31034.336	4	0	-9	-9	2	35578.5	35578.5	35578.5	2	240000	5	571.814153846154	4	0	571.814153846154	4	0
J1424309	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	1	1	27	1	1	2	2	21	21	4	0	6	27	2	0	1	1	5	12.2	12.1	1	3	1	0	0	1	2	0	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	3	3	0	1	-9	-9	-9	3	1	3	11	5	6	3	2	2	-9	103.846153846154	0	103.846153846154	0	27175.36	4	0	0	2	2	31097.5	31097.5	31097.5	2	-99999999	-9	505.771346153846	4	0	401.925192307692	3	0
J1424402	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	84	2	4	6	6	82	82	7	0	16	84	6	2	3	3	3	5	0	3	3	0	0	2	0	2	-9	1	1	1	1	1	1	1	1	1	2	1	1	-9	4	2	1	2	2	1	2	2	4	4	2	1	1	11	6	11	6	23	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	24702.088	3	0	-9	-9	2	26572	26572	26572	2	190000	5	480.809384615385	3	0	480.809384615385	4	0
J1424403	1	1	4	1	1	4	1	1	0	1	0	0	2	2	1	1	-9	-9	2	3	47	1	3	4	4	45	19	4	0	4	47	3	0	1	1	2	9.1	12.6	1	1	4	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	5	3	2	2	1	2	2	9	8	2	1	1	9	5	10	6	24	2	9	1	2	2	2	1	2	2	147.692307692308	-9	-9	-9	-9	38457.01	5	0	-9	-9	2	48517.5	48517.5	77517.5	2	258000	5	703.599745134384	5	0	554.501776755853	4	0
J1424405	6	7	11	6	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	45	1	3	4	4	0	45	5	0	12	45	3	0	3	3	-9	7.3	0	3	-9	0	0	1	0	2	1	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	4	2	1	2	2	1	2	2	4	4	2	3	3	2	3	2	3	32	2	2	2	1	1	1	1	1	2	0	-9	-9	-9	-9	15325	2	0	-9	-9	2	17287.5	17287.5	17287.5	2	140000	4	414.74598163031	3	0	479.103116710875	4	0
J1424406	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	1	52	1	3	4	4	52	52	5	0	12	52	4	0	1	1	2	6	4.1	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	3	1	2	2	1	2	2	7	7	2	1	1	25	7	25	7	9	1	9	2	1	1	1	1	1	2	0	-9	-9	-9	-9	41257.92	5	0	-9	-9	2	53427.5	53427.5	53427.5	2	230000	5	764.575384615385	5	0	764.575384615385	5	0
J1424407	4	3	5	3	3	3	1	0	1	0	0	2	0	2	1	1	2	-9	-9	0	31	1	2	2	2	0	4	1	2	1	31	2	0	2	1	-9	13.5	0	2	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	4	3	2	2	2	1	2	2	5	5	2	2	2	0	1	-9	-9	-9	3	7	3	11	5	6	3	2	2	-9	135	0	135	0	23729.16	3	0	106.153846153846	1	1	26192.4	31712.4	26192.4	1	-99999999	-9	508.17145938174	4	0	417.085164835165	3	0
J1424408	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	83	2	4	6	6	0	83	7	0	16	83	6	1	3	3	-9	-9	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	1	1	-9	5	3	1	2	2	1	2	2	5	5	2	1	1	30	8	30	8	6	1	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	7142	1	6	-9	-9	1	7142	7142	7142	1	300000	5	170.551090700344	1	1	197.015915119363	1	1
J1424409	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	2	48	1	3	4	4	41	41	5	0	10	48	3	0	1	1	1	2	3.2	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	4	1	2	2	1	2	2	6	6	2	1	1	4	4	4	4	30	2	9	1	2	2	2	1	2	2	346.153846153846	-9	-9	-9	-9	28628.36	4	0	-9	-9	2	38272.5	38272.5	38272.5	2	130000	4	515.276153846154	4	0	169.122307692308	1	1
J1431101	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	2	57	1	3	5	4	56	56	5	0	12	57	4	0	1	1	1	4.1	10	1	1	2	0	0	0	2	0	1	1	1	1	1	1	1	1	1	2	1	1	-9	5	3	1	2	2	1	2	2	6	6	2	3	3	25	7	25	7	8	2	9	1	2	2	2	1	2	2	26.5384615384615	-9	-9	-9	-9	30659.92	4	0	-9	-9	2	37255	37255	37255	2	64000	2	569.556153846154	4	0	543.017692307692	4	0
J1431102	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	80	2	4	6	6	0	80	7	0	16	80	6	1	3	3	-9	12.1	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	5	3	1	2	2	1	2	2	6	6	2	3	3	43	8	-9	-9	-9	3	9	4	4	3	3	2	1	2	-9	67	0	67	0	7381.04	1	0	67	1	1	7381.04	10865.04	7381.04	1	-99999999	-9	320.466130884041	2	0	254.676392572944	2	0
J1431103	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	83	2	4	6	6	0	83	7	0	16	83	6	1	3	3	-9	10	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	1	3	1	1	2	2	1	2	2	3	3	2	4	4	17	6	-9	-9	-9	3	9	5	5	4	4	2	1	1	-9	101.423076923077	0	101.423076923077	0	13319.4	2	2	94.5	1	1	13319.4	18233.4	13319.4	1	-99999999	-9	531.957520091848	4	0	439.635278514589	4	0
J1431105	1	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	1	1	2	0	48	1	3	4	4	53	48	5	0	11	53	4	0	6	3	6	13.5	12.2	4	3	0	0	2	0	2	1	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	4	4	3	4	-9	-9	-9	3	9	4	4	3	3	2	1	2	-9	56	0	56	0	11000.6	1	2	56	1	1	11000.6	13912.6	11000.6	1	-99999999	-9	267.55	1	0	211.55	2	1
J1431106	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	53	1	3	4	4	0	53	5	0	11	53	4	0	1	1	-9	9.1	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	5	3	1	2	2	1	2	2	6	6	2	2	2	5	5	6	5	27	2	9	1	2	2	2	1	2	2	121.153846153846	-9	-9	-9	-9	26951.25	4	0	-9	-9	2	35118.75	35118.75	35118.75	2	6200	1	754.326923076923	5	0	662.491710875332	5	0
J1431201	2	1	1	1	1	2	1	1	0	1	0	0	0	2	1	1	-9	-9	2	0	61	2	3	5	4	60	60	6	0	12	61	5	2	3	3	6	12.4	12.1	3	3	0	0	2	0	2	1	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	3	3	15	6	-9	-9	-9	3	9	4	4	3	3	2	1	2	-9	82	0	82	0	10904	1	2	82	1	1	10904	15168	10904	1	-99999999	-9	295.538461538462	2	0	213.538461538462	2	1
J1431203	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	74	2	4	6	5	0	74	6	0	14	74	5	1	3	3	-9	12.2	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	4	2	1	2	2	1	2	2	4	4	2	3	3	9	5	-9	-9	-9	3	9	4	4	3	3	2	1	1	-9	67	0	67	0	12885.6	2	2	67	1	1	12885.6	16369.6	12885.6	1	-99999999	-9	475.591274397245	3	0	433.872679045093	4	0
J1431205	4	3	5	3	3	4	1	0	1	0	0	3	0	2	1	1	2	-9	-9	0	37	1	2	3	3	0	6	2	3	2	37	3	0	2	1	-9	7.1	0	2	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	3	3	3	2	2	1	2	2	5	5	2	3	3	3	4	-9	-9	-9	3	9	4	4	3	3	2	1	2	-9	65.3846153846154	0	65.3846153846154	0	14138	2	6	65.3846153846154	1	1	14138	17538	14138	1	-99999999	-9	220.437405731523	1	1	167.830009496676	1	1
J1431206	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	51	1	3	4	4	0	51	5	0	11	51	4	0	4	2	-9	13.5	0	4	-9	0	1	0	0	2	1	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	3	3	0	1	-9	-9	-9	3	7	4	4	3	3	2	2	2	-9	55.7692307692308	0	55.7692307692308	0	7656	1	5	55.7692307692308	1	1	7656	10556	7656	1	-99999999	-9	302.985074626866	2	0	253.846153846154	2	0
J1431207	4	3	5	3	3	3	1	0	1	0	0	2	0	2	1	1	2	-9	-9	0	35	1	2	3	3	0	14	3	1	2	35	3	0	4	2	-9	0	0	4	-9	0	1	0	1	2	1	2	2	2	-9	2	2	2	-9	2	-9	-9	-9	-9	4	3	2	2	2	1	2	2	6	6	2	3	3	6	5	-9	-9	-9	3	9	4	4	3	3	2	2	2	-9	57.6923076923077	0	57.6923076923077	0	10897	1	6	57.6923076923077	1	1	10897	13897	10897	1	-99999999	-9	200.93984962406	1	1	147.575839653304	1	1
J1431208	2	1	1	1	1	3	2	1	0	1	1	0	0	1	2	2	-9	-9	2	1	62	2	3	5	4	60	20	4	0	5	62	5	2	6	3	3	13.4	0	3	3	1	0	2	0	2	0	1	1	1	1	1	1	1	1	1	2	-9	-9	-9	4	3	2	2	2	1	2	2	5	5	2	2	2	35	8	-9	-9	-9	3	9	4	4	3	3	2	1	1	-9	73	0	73	0	13879	2	0	73	1	1	13879	17675	26879	1	-99999999	-9	420.436090225564	3	0	342.380281690141	3	0
J1431209	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	28	1	1	2	2	0	28	5	0	7	28	2	0	4	2	-9	13.4	0	4	-9	0	1	0	0	2	1	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	1	4	2	1	2	2	1	2	2	4	4	2	3	3	2	3	-9	-9	-9	3	1	5	5	4	4	2	2	2	-9	0	0	0	0	3510	1	6	0	2	1	3510	3510	3510	1	-99999999	-9	100.746268656716	1	1	116.379310344828	1	1
J1431211	7	7	11	6	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	73	2	4	6	5	0	73	6	0	14	73	5	1	3	3	-9	3.1	0	3	-9	0	0	1	0	2	-9	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	2	2	5	5	-9	-9	-9	3	9	4	4	3	3	2	1	2	-9	69.2307692307692	0	69.2307692307692	0	15805.6	2	3	0	2	2	17272	17272	17272	2	-99999999	-9	440.157864523536	3	0	389.094827586207	3	0
J1431212	6	6	10	5	5	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	1	32	1	2	2	2	0	32	5	0	9	32	2	0	1	1	-9	7.1	0	1	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	-9	-9	-9	3	1	1	2	2	1	2	2	3	3	2	4	4	5	5	-9	-9	-9	3	9	4	4	3	3	2	2	2	-9	51.9230769230769	0	51.9230769230769	0	11524.76	1	0	0	2	2	12324	12324	12324	2	-99999999	-9	311.545924225029	2	0	270.366710875332	2	0
J1431301	4	2	5	3	3	3	1	0	1	0	0	2	0	2	1	1	2	-9	-9	0	40	1	2	3	3	0	9	2	2	2	40	3	0	2	1	-9	7.2	0	2	-9	1	0	0	0	2	0	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	4	3	2	2	2	1	2	2	5	5	2	3	3	18	6	18	6	15	2	9	1	2	2	2	1	2	2	78.4615384615385	-9	-9	-9	-9	21294.76	3	0	-9	-9	1	23107.4	23107.4	23107.4	1	69000	2	369.132099209202	2	0	322.969191522763	3	0
J1431302	4	3	5	3	3	4	1	0	1	0	0	3	0	2	1	1	2	-9	-9	0	36	1	2	3	3	0	6	2	3	2	36	3	0	6	3	-9	7.2	0	4	-9	0	0	1	0	2	1	1	1	1	-9	1	1	1	-9	2	-9	-9	-9	-9	3	3	3	2	2	1	2	2	6	6	2	2	2	7	5	-9	-9	-9	3	9	3	11	5	6	3	2	2	-9	107.307692307692	0	107.307692307692	0	14138	2	6	107.307692307692	1	1	14138	19718	14138	1	-99999999	-9	270.851648351648	1	0	194.203296703297	1	1
J1431303	7	6	10	5	6	1	1	0	0	0	1	0	0	2	1	1	-9	-9	-9	0	61	2	3	5	4	0	61	6	0	11	61	5	1	3	3	-9	7.1	0	3	-9	0	0	1	0	2	1	1	1	1	-9	1	1	1	-9	1	-9	1	1	-9	4	2	1	2	2	1	2	2	4	4	2	2	2	28	7	28	7	6	2	9	2	1	1	1	1	2	2	0	-9	-9	-9	-9	11233	1	0	-9	-9	2	12172.5	12172.5	12172.5	2	85000	3	305.704649827784	2	0	353.141578249337	3	0
