aacode	aagfh11	paired	casecat	fqtr	fmonth	fyear	tenure8x	tenure4x	tenure2x	gorehcs	gorehs	region3x	rumorph	imd1010	market_r
J1231107	1264.46610299059	0	5	1	4	2011	1	1	1	3	2	1	1	3	-9
J1231201	1531.25433965401	0	4	1	4	2011	1	1	1	3	2	1	1	1	-9
J1231203	1642.60812568817	1	1	1	4	2011	1	1	1	3	2	1	1	2	-9
J1231205	2912.24802979955	1	1	1	4	2011	4	4	2	3	2	1	1	1	2
J1231206	2060.12714663308	0	4	1	4	2011	1	1	1	3	2	1	1	1	-9
J1231207	731.042229800327	0	5	1	4	2011	1	1	1	3	2	1	1	1	-9
J1231301	2214.43641242307	0	4	1	5	2011	2	2	1	3	2	1	1	1	3
J1231302	750.976504843487	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1231305	2597.32315318029	1	1	1	5	2011	1	1	1	3	2	1	1	1	-9
J1231402	1065.84496442669	1	1	1	5	2011	4	4	2	3	2	1	1	2	2
J1231403	1163.52098063251	1	1	1	5	2011	3	3	2	3	2	1	1	1	1
J1231404	1448.12369625754	0	4	1	5	2011	1	1	1	3	2	1	1	7	-9
J1231408	3203.67948025471	0	5	1	5	2011	1	1	1	3	2	1	1	9	-9
J1232107	1245.75542530435	0	5	2	7	2011	1	1	1	3	2	1	1	7	-9
J1232108	1407.27080744284	1	1	2	7	2011	1	1	1	3	2	1	1	6	-9
J1232206	1399.43311655434	0	5	2	7	2011	1	1	1	3	2	1	1	2	-9
J1232301	1178.49131017483	0	4	2	8	2011	2	2	1	3	2	1	1	8	5
J1232303	1530.88871143191	0	5	2	8	2011	1	1	1	3	2	1	1	6	-9
J1232304	1321.15760520831	0	4	2	8	2011	1	1	1	3	2	1	1	5	-9
J1232305	985.737472373609	0	4	2	8	2011	4	4	2	3	2	1	1	4	2
J1232401	1597.62143312621	0	5	2	8	2011	1	1	1	3	2	1	1	4	-9
J1232404	1054.5627070526	1	1	2	8	2011	4	4	2	3	2	1	1	4	2
J1232405	1448.91965365365	0	5	2	8	2011	1	1	1	3	2	1	1	5	-9
J1232406	1257.26896628217	0	4	2	8	2011	1	1	1	3	2	1	1	2	-9
J1232407	911.315292651934	0	4	2	8	2011	4	4	2	3	2	1	1	5	2
J1233103	1861.11591410567	0	5	3	10	2011	1	1	1	3	2	1	1	7	-9
J1233201	1577.13242612736	1	1	3	10	2011	4	4	2	3	2	1	1	3	2
J1233205	938.513603023423	1	1	3	10	2011	4	4	2	3	2	1	1	2	2
J1233207	3671.50882946957	0	4	3	10	2011	1	1	1	3	2	1	1	6	-9
J1233302	676.641667651115	0	5	3	11	2011	3	3	2	3	2	1	1	1	1
J1233303	616.86129889495	1	1	3	11	2011	4	4	2	3	2	1	1	2	2
J1233304	1418.92981461989	1	1	3	11	2011	4	4	2	3	2	1	1	1	2
J1233305	1346.1601974333	0	5	3	11	2011	1	1	1	3	2	1	1	4	-9
J1233401	1196.6093123428	1	1	3	11	2011	2	2	1	3	2	1	1	1	3
J1233403	1735.90981570813	0	4	3	11	2011	1	1	1	3	2	1	1	2	-9
J1233404	1980.76239485517	0	5	3	11	2011	1	1	1	3	2	1	1	4	-9
J1234104	686.008604589812	0	4	4	1	2012	2	2	1	3	2	1	1	2	3
J1234105	1802.17584269779	0	4	4	1	2012	1	1	1	3	2	1	1	5	-9
J1234107	640.280457207054	1	1	4	1	2012	3	3	2	3	2	1	1	2	1
J1234201	1252.46607331914	1	1	4	1	2012	1	1	1	3	2	1	1	2	-9
J1234203	1540.82838673576	1	1	4	1	2012	1	1	1	3	2	1	1	7	-9
J1234204	1630.95939625954	0	5	4	1	2012	1	1	1	3	2	1	1	5	-9
J1234205	1210.01497795853	0	5	4	1	2012	3	3	2	3	2	1	1	5	1
J1234206	690.16162311175	0	4	4	1	2012	3	3	2	3	2	1	1	1	1
J1234301	1283.39719898366	0	5	4	2	2012	1	1	1	3	2	1	2	10	-9
J1234302	1333.66683849152	0	4	4	2	2012	1	1	1	3	2	1	4	8	-9
J1234303	1338.69679223145	0	5	4	2	2012	1	1	1	3	2	1	1	9	-9
J1234401	3517.87733295635	0	5	4	2	2012	1	1	1	3	2	1	3	9	-9
J1234402	1143.52820011923	1	1	4	2	2012	1	1	1	3	2	1	4	8	-9
J1234405	1215.45152801954	0	5	4	2	2012	1	1	1	3	2	1	2	9	-9
J1241101	1228.86979682777	0	5	1	4	2011	1	1	1	3	2	1	1	3	-9
J1241103	822.126518153399	0	4	1	4	2011	4	4	2	3	2	1	1	2	2
J1241107	1412.24242279246	0	4	1	4	2011	1	1	1	3	2	1	1	3	-9
J1241108	1503.81285466677	0	5	1	4	2011	1	1	1	3	2	1	1	8	-9
J1241109	748.810386199941	1	1	1	4	2011	4	4	2	3	2	1	1	1	2
J1241201	1615.69609982449	1	1	1	4	2011	4	4	2	3	2	1	1	2	2
J1241202	620.13122160198	1	1	1	4	2011	4	4	2	3	2	1	1	1	2
J1241205	1778.06505983478	1	1	1	4	2011	1	1	1	3	2	1	1	5	-9
J1241206	880.521507652879	0	5	1	4	2011	1	1	1	3	2	1	1	1	-9
J1241208	1428.78687420713	0	5	1	4	2011	1	1	1	3	2	1	1	1	-9
J1241210	1459.99005623913	1	1	1	4	2011	2	2	1	3	2	1	1	4	4
J1241301	1583.19470084888	0	4	1	5	2011	1	1	1	3	2	1	1	4	-9
J1241303	989.75313027542	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1241304	928.961261471556	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1241305	778.335745613696	1	1	1	5	2011	1	1	1	3	2	1	1	2	-9
J1241306	1323.15224982228	0	5	1	5	2011	1	1	1	3	2	1	1	2	-9
J1241307	1575.76588248729	0	4	1	5	2011	1	1	1	3	2	1	1	1	-9
J1241309	1425.5865160652	0	4	1	5	2011	4	4	2	3	2	1	1	2	2
J1241310	862.316411918079	1	1	1	5	2011	4	4	2	3	2	1	1	2	2
J1241401	1542.90889675045	1	1	1	5	2011	1	1	1	3	2	1	1	3	-9
J1241403	1114.82058346269	1	1	1	5	2011	1	1	1	3	2	1	1	1	-9
J1241405	2419.49691907559	1	1	1	5	2011	1	1	1	3	2	1	1	6	-9
J1241406	750.640389691984	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1241407	869.206887840735	1	1	1	5	2011	1	1	1	3	2	1	1	1	-9
J1241408	1888.25667521987	0	5	1	5	2011	1	1	1	3	2	1	1	3	-9
J1241410	1426.72184173694	1	1	1	5	2011	4	4	2	3	2	1	1	3	2
J1242104	1069.31049209965	0	5	2	7	2011	1	1	1	4	5	3	1	5	-9
J1242106	1534.37103536408	0	5	2	7	2011	1	1	1	4	5	3	1	7	-9
J1242107	1222.28557643396	0	5	2	7	2011	1	1	1	3	2	1	2	5	-9
J1242108	1384.74034429705	1	1	2	7	2011	1	1	1	3	2	1	1	5	-9
J1242110	1776.87498265461	0	4	2	7	2011	1	1	1	3	2	1	1	4	-9
J1242202	1673.11435861938	1	1	2	7	2011	1	1	1	3	2	1	1	2	-9
J1242204	702.855643960575	1	1	2	7	2011	4	4	2	3	2	1	1	1	2
J1242205	1418.82416670772	0	5	2	7	2011	1	1	1	3	2	1	1	6	-9
J1242208	1530.77907660397	0	5	2	7	2011	1	1	1	3	2	1	1	9	-9
J1242209	1350.54897456988	0	4	2	7	2011	2	2	1	3	2	1	1	1	5
J1242301	1187.47616171044	1	1	2	8	2011	1	1	1	3	2	1	1	1	-9
J1242302	998.269080653506	0	5	2	8	2011	1	1	1	3	2	1	1	1	-9
J1242303	1372.87483415293	0	4	2	8	2011	4	4	2	3	2	1	1	1	2
J1242304	3570.50143825431	0	5	2	8	2011	1	1	1	3	2	1	1	3	-9
J1242305	770.577712287226	0	4	2	8	2011	2	2	1	3	2	1	1	2	5
J1242307	1701.51737593601	0	5	2	8	2011	1	1	1	3	2	1	1	6	-9
J1242308	1686.8702516207	1	1	2	8	2011	1	1	1	3	2	1	1	9	-9
J1242309	2167.66546865673	0	4	2	8	2011	2	2	1	3	2	1	1	10	5
J1242403	1089.11458701354	1	1	2	8	2011	1	1	1	3	2	1	1	2	-9
J1242404	1038.0960321764	0	5	2	8	2011	1	1	1	3	2	1	1	1	-9
J1242406	855.093941831192	1	1	2	8	2011	4	4	2	3	2	1	1	1	2
J1242410	796.939608109919	0	4	2	8	2011	4	4	2	3	2	1	1	3	2
J1242411	987.471564653723	1	1	2	8	2011	4	4	2	3	2	1	1	1	2
J1243104	1671.65146700858	0	5	3	10	2011	1	1	1	3	2	1	1	3	-9
J1243105	4510.11695705679	0	4	3	10	2011	4	4	2	3	2	1	1	2	2
J1243201	1338.48563351581	0	4	3	10	2011	1	1	1	3	2	1	1	3	-9
J1243203	1519.01859468071	0	5	3	10	2011	1	1	1	3	2	1	1	6	-9
J1243204	1552.5068496645	1	1	3	10	2011	1	1	1	3	2	1	1	6	-9
J1243205	1199.72648627154	1	1	3	10	2011	4	4	2	3	2	1	1	6	2
J1243206	1342.72498948711	0	4	3	10	2011	1	1	1	3	2	1	1	2	-9
J1243301	1649.91961845321	0	5	3	11	2011	1	1	1	3	2	1	1	7	-9
J1243302	2671.75744712659	0	5	3	11	2011	1	1	1	3	2	1	1	4	-9
J1243306	591.797369584466	1	1	3	11	2011	4	4	2	3	2	1	1	4	2
J1243401	3528.44930685174	0	5	3	11	2011	1	1	1	3	2	1	1	3	-9
J1243402	1755.79200620887	1	1	3	11	2011	1	1	1	3	2	1	1	2	-9
J1243403	1342.94676327457	0	5	3	11	2011	1	1	1	3	2	1	1	4	-9
J1243404	1829.20098777892	0	5	3	11	2011	1	1	1	3	2	1	1	7	-9
J1243405	897.254857754206	1	1	3	11	2011	4	4	2	3	2	1	1	1	2
J1243406	1580.46907002394	1	1	3	11	2011	2	2	1	3	2	1	1	2	3
J1243407	1290.16025402047	1	1	3	11	2011	4	4	2	3	2	1	1	4	2
J1243408	1341.93472112818	0	5	3	11	2011	1	1	1	3	2	1	1	4	-9
J1243409	1620.31786273794	0	5	3	11	2011	1	1	1	3	2	1	1	4	-9
J1243410	2031.40459872316	1	1	3	11	2011	1	1	1	3	2	1	1	5	-9
J1244101	851.860976188238	0	5	4	1	2012	1	1	1	4	5	3	1	4	-9
J1244104	2207.56863261371	0	5	4	1	2012	1	1	1	4	5	3	1	8	-9
J1244105	1114.58011259599	1	1	4	1	2012	3	3	2	4	5	3	1	7	1
J1244106	1475.6243473792	1	1	4	1	2012	4	4	2	4	5	3	1	3	2
J1244201	1548.74551113902	0	5	4	1	2012	1	1	1	4	5	3	3	8	-9
J1244202	1699.93060274222	1	1	4	1	2012	1	1	1	4	5	3	3	8	-9
J1244203	1519.00791600806	0	5	4	1	2012	1	1	1	4	5	3	1	4	-9
J1244204	2136.74734104663	0	4	4	1	2012	1	1	1	4	5	3	3	5	-9
J1244205	1701.36597396476	0	5	4	1	2012	1	1	1	4	5	3	2	6	-9
J1244206	1700.75502396812	0	5	4	1	2012	1	1	1	4	5	3	2	7	-9
J1244207	1488.15415912492	1	1	4	1	2012	1	1	1	4	5	3	2	7	-9
J1244208	1106.90765087602	1	1	4	1	2012	3	3	2	4	5	3	2	6	1
J1244305	2511.16300259915	0	5	4	2	2012	1	1	1	4	5	3	2	5	-9
J1244306	1407.69568370653	1	1	4	2	2012	1	1	1	4	5	3	2	10	-9
J1244307	2207.10756926178	0	5	4	2	2012	1	1	1	4	5	3	2	8	-9
J1244405	1603.89619818848	1	1	4	2	2012	1	1	1	4	5	3	1	5	-9
J1251101	816.286744454881	1	1	1	4	2011	3	3	2	3	2	1	1	4	1
J1251104	1595.2352666014	1	1	1	4	2011	1	1	1	3	2	1	1	10	-9
J1251105	1402.32803015188	0	5	1	4	2011	1	1	1	3	2	1	1	7	-9
J1251106	1505.70140231053	1	1	1	4	2011	1	1	1	3	2	1	1	8	-9
J1251203	2115.21378365852	1	1	1	4	2011	1	1	1	3	2	1	1	2	-9
J1251205	1583.19348872138	1	1	1	4	2011	2	2	1	3	2	1	1	7	3
J1251206	1661.45230904636	0	4	1	4	2011	1	1	1	3	2	1	1	7	-9
J1251207	1117.95822996671	1	1	1	4	2011	3	3	2	3	2	1	1	1	1
J1251301	2025.9635335537	0	5	1	5	2011	1	1	1	3	2	1	1	8	-9
J1251302	1885.4269095294	1	1	1	5	2011	3	3	2	3	2	1	1	1	1
J1251303	2600.69589799578	1	1	1	5	2011	2	2	1	3	2	1	1	3	3
J1251306	1530.46131788769	1	1	1	5	2011	1	1	1	3	2	1	1	3	-9
J1251307	1154.5255986559	0	5	1	5	2011	1	1	1	3	2	1	1	5	-9
J1251308	1905.95838700319	1	1	1	5	2011	1	1	1	3	2	1	1	3	-9
J1251401	1221.92446546331	1	1	1	5	2011	1	1	1	3	2	1	1	4	-9
J1251402	1341.75896301416	0	5	1	5	2011	1	1	1	3	2	1	1	4	-9
J1251403	1184.07925208574	1	1	1	5	2011	1	1	1	3	2	1	1	4	-9
J1251405	956.387440232804	0	4	1	5	2011	3	3	2	3	2	1	1	1	1
J1251408	948.867647086822	1	1	1	5	2011	3	3	2	3	2	1	1	1	1
J1251409	1256.87008057501	0	4	1	5	2011	1	1	1	3	2	1	1	3	-9
J1251410	1305.52647184478	0	5	1	5	2011	1	1	1	3	2	1	1	6	-9
J1252102	1286.4061676119	1	1	2	7	2011	1	1	1	3	2	1	1	5	-9
J1252103	1713.26067299854	0	5	2	7	2011	1	1	1	3	2	1	1	3	-9
J1252105	1363.30905058501	0	5	2	7	2011	1	1	1	3	2	1	1	4	-9
J1252106	1321.68625475664	1	1	2	7	2011	1	1	1	3	2	1	1	7	-9
J1252107	1744.94577421008	0	5	2	7	2011	1	1	1	3	2	1	1	4	-9
J1252108	1508.31831927969	1	1	2	7	2011	2	2	1	3	2	1	1	5	3
J1252203	1561.69537617614	1	1	2	7	2011	1	1	1	3	2	1	1	9	-9
J1252206	814.204355822365	1	1	2	7	2011	4	4	2	3	2	1	1	3	2
J1252207	1804.30439119966	0	4	2	7	2011	1	1	1	3	2	1	1	5	-9
J1252303	1797.31108630627	0	4	2	8	2011	1	1	1	3	2	1	1	9	-9
J1252307	1410.92004900753	0	5	2	8	2011	1	1	1	3	2	1	1	9	-9
J1252308	1523.47142968387	1	1	2	8	2011	1	1	1	3	2	1	1	10	-9
J1252402	1377.75954102597	1	1	2	8	2011	2	2	1	3	2	1	1	10	3
J1252407	1443.71954356685	1	1	2	8	2011	1	1	1	3	2	1	1	10	-9
J1253101	728.090614019191	0	4	3	10	2011	3	3	2	3	2	1	1	1	1
J1253104	1712.94459632067	0	4	3	10	2011	1	1	1	3	2	1	1	9	-9
J1253105	1210.66712136223	0	4	3	10	2011	2	2	1	3	2	1	1	10	3
J1253106	1367.09291546072	0	5	3	10	2011	1	1	1	3	2	1	1	10	-9
J1253201	1472.90550546806	1	1	3	10	2011	1	1	1	3	2	1	1	5	-9
J1253203	1711.49683614109	1	1	3	10	2011	4	4	2	3	2	1	1	5	2
J1253205	1761.10224348399	0	5	3	10	2011	1	1	1	3	2	1	1	10	-9
J1253208	1254.33346918654	1	1	3	10	2011	1	1	1	3	2	1	1	10	-9
J1253302	762.860642669984	0	4	3	11	2011	3	3	2	3	2	1	1	1	1
J1253303	1327.14784722756	0	5	3	11	2011	1	1	1	3	2	1	1	4	-9
J1253306	1531.89422096779	0	5	3	11	2011	1	1	1	3	2	1	1	7	-9
J1253402	832.412026249069	0	5	3	11	2011	1	1	1	3	2	1	1	2	-9
J1253403	979.205807105966	1	1	3	11	2011	3	3	2	3	2	1	1	3	1
J1253404	1434.39954063413	1	1	3	11	2011	1	1	1	3	2	1	1	7	-9
J1253405	2199.01782804379	0	5	3	11	2011	1	1	1	3	2	1	1	4	-9
J1253407	1462.80339298835	1	1	3	11	2011	2	2	1	3	2	1	1	4	3
J1253408	643.347421951368	1	1	3	11	2011	4	4	2	3	2	1	1	6	2
J1253409	1386.89122408071	1	1	3	11	2011	1	1	1	3	2	1	1	6	-9
J1253410	1573.68108656868	0	4	3	11	2011	2	2	1	3	2	1	1	1	3
J1253411	1901.81566104992	0	4	3	11	2011	1	1	1	3	2	1	1	4	-9
J1254101	1170.20583882268	1	1	4	1	2012	1	1	1	3	2	1	1	10	-9
J1254103	1921.0202038859	0	5	4	1	2012	1	1	1	3	2	1	1	8	-9
J1254104	7453.42746170169	1	1	4	1	2012	2	2	1	3	2	1	1	8	3
J1254105	4365.30080924186	0	5	4	1	2012	1	1	1	3	2	1	1	6	-9
J1254106	1192.71507604632	1	1	4	1	2012	1	1	1	3	2	1	1	10	-9
J1254108	1433.37906566739	0	5	4	1	2012	1	1	1	3	2	1	1	10	-9
J1254109	2481.4918392878	1	1	4	1	2012	1	1	1	3	2	1	1	10	-9
J1254201	1811.75118307613	0	5	4	1	2012	1	1	1	3	2	1	1	8	-9
J1254202	1799.97945573723	1	1	4	1	2012	1	1	1	3	2	1	1	7	-9
J1254203	958.353907726164	1	1	4	1	2012	2	2	1	3	2	1	1	4	3
J1254205	1388.09793506632	1	1	4	1	2012	1	1	1	3	2	1	1	8	-9
J1254206	1320.92085813029	0	5	4	1	2012	1	1	1	3	2	1	1	8	-9
J1254207	1376.31231222157	1	1	4	1	2012	1	1	1	3	2	1	1	7	-9
J1254301	1183.64361213247	1	1	4	2	2012	1	1	1	3	2	1	1	10	-9
J1254303	735.540131631236	1	1	4	2	2012	4	4	2	3	2	1	1	2	2
J1254304	1752.8911576957	0	5	4	2	2012	1	1	1	3	2	1	1	9	-9
J1254306	1371.98175508344	1	1	4	2	2012	1	1	1	3	2	1	1	8	-9
J1254401	1892.64256368746	0	5	4	2	2012	1	1	1	3	2	1	1	7	-9
J1254403	1835.99658973042	1	1	4	2	2012	1	1	1	3	2	1	1	6	-9
J1254407	1253.40990997247	0	5	4	2	2012	1	1	1	3	2	1	1	9	-9
J1254408	2306.79552578186	0	4	4	2	2012	1	1	1	3	2	1	1	3	-9
J1261102	767.197088408353	0	5	1	4	2011	1	1	1	3	2	1	1	2	-9
J1261103	720.228695073168	1	1	1	4	2011	4	4	2	3	2	1	1	3	2
J1261104	795.825384667463	0	5	1	4	2011	1	1	1	3	2	1	1	4	-9
J1261105	958.113915865146	1	1	1	4	2011	2	2	1	3	2	1	1	3	3
J1261106	1186.25625807778	0	5	1	4	2011	1	1	1	3	2	1	1	4	-9
J1261108	1003.51066792102	1	1	1	4	2011	2	2	1	3	2	1	1	4	3
J1261109	1466.91604794327	0	5	1	4	2011	1	1	1	3	2	1	1	8	-9
J1261111	4116.30020807846	1	1	1	4	2011	2	2	1	3	2	1	1	3	3
J1261115	4255.63904986432	0	5	1	4	2011	1	1	1	3	2	1	1	5	-9
J1261204	1833.55177832245	1	1	1	4	2011	2	2	1	3	2	1	1	4	4
J1261207	1449.53834999952	0	4	1	4	2011	2	2	1	3	2	1	1	1	3
J1261208	670.783595256018	1	1	1	4	2011	4	4	2	3	2	1	1	2	2
J1261212	933.497939279659	1	1	1	4	2011	1	1	1	3	2	1	1	1	-9
J1261213	894.781197017481	1	1	1	4	2011	4	4	2	3	2	1	1	1	2
J1261217	1240.52587277203	1	1	1	4	2011	4	4	2	3	2	1	1	6	2
J1261301	928.919879467354	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1261304	715.031332197124	1	1	1	5	2011	4	4	2	3	2	1	1	2	2
J1261308	720.085313026506	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1261310	888.766467179193	1	1	1	5	2011	1	1	1	3	2	1	1	4	-9
J1261311	1061.73732593812	1	1	1	5	2011	2	2	1	3	2	1	1	2	5
J1261313	3914.96419762209	0	4	1	5	2011	2	2	1	3	2	1	1	5	5
J1261314	936.282541281033	1	1	1	5	2011	2	2	1	3	2	1	1	4	5
J1261315	721.972709997705	1	1	1	5	2011	1	1	1	3	2	1	1	1	-9
J1261318	606.938654795795	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1261319	807.009054337623	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1261320	1196.50511888199	0	4	1	5	2011	2	2	1	3	2	1	1	1	3
J1261321	709.291231617313	0	4	1	5	2011	1	1	1	3	2	1	1	2	-9
J1261322	1336.04306532502	0	5	1	5	2011	1	1	1	3	2	1	1	2	-9
J1261402	803.140796177063	0	4	1	5	2011	4	4	2	3	2	1	1	1	2
J1261403	726.693321543169	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1261404	741.072894115738	1	1	1	5	2011	2	2	1	3	2	1	1	1	3
J1261408	1375.73483442167	1	1	1	5	2011	1	1	1	3	2	1	1	2	-9
J1261411	870.191458194946	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1261413	1374.94547522125	1	1	1	5	2011	1	1	1	3	2	1	1	2	-9
J1261414	1200.56241767357	1	1	1	5	2011	4	4	2	3	2	1	1	1	2
J1261415	1444.5074212518	1	1	1	5	2011	1	1	1	3	2	1	1	2	-9
J1262103	885.15894264719	0	4	2	7	2011	4	4	2	3	2	1	1	1	2
J1262104	786.821839528912	1	1	2	7	2011	1	1	1	3	2	1	1	1	-9
J1262106	1449.36510181486	1	1	2	7	2011	1	1	1	3	2	1	1	3	-9
J1262108	944.29834961489	1	1	2	7	2011	1	1	1	3	2	1	1	1	-9
J1262113	552.256233993284	1	1	2	7	2011	4	4	2	3	2	1	1	1	2
J1262115	1460.83495861214	0	4	2	7	2011	1	1	1	3	2	1	1	1	-9
J1262116	875.68002557668	1	1	2	7	2011	4	4	2	3	2	1	1	1	2
J1262117	685.738467864299	1	1	2	7	2011	4	4	2	3	2	1	1	1	2
J1262118	703.922137695483	0	5	2	7	2011	1	1	1	3	2	1	1	1	-9
J1262119	1798.137399657	1	1	2	7	2011	4	4	2	3	2	1	1	1	2
J1262201	2500.34976493664	1	1	2	7	2011	4	4	2	3	2	1	1	2	2
J1262204	639.434129080819	1	1	2	7	2011	4	4	2	3	2	1	1	2	2
J1262206	780.128329596865	0	4	2	7	2011	4	4	2	3	2	1	1	1	2
J1262207	799.526345768618	0	5	2	7	2011	1	1	1	3	2	1	1	1	-9
J1262208	1292.74376686489	0	4	2	7	2011	1	1	1	3	2	1	1	1	-9
J1262210	1428.95425492496	1	1	2	7	2011	4	4	2	3	2	1	1	1	2
J1262211	761.649761059766	0	5	2	7	2011	1	1	1	3	2	1	1	1	-9
J1262212	864.496434786545	0	5	2	7	2011	1	1	1	3	2	1	1	2	-9
J1262213	1587.12364176716	1	1	2	7	2011	1	1	1	3	2	1	1	2	-9
J1262214	876.800579195652	0	5	2	7	2011	1	1	1	3	2	1	1	1	-9
J1262215	734.028357897962	1	1	2	7	2011	4	4	2	3	2	1	1	1	2
J1262216	1546.28995673068	0	5	2	7	2011	1	1	1	3	2	1	1	2	-9
J1262217	1111.09801306882	0	4	2	7	2011	1	1	1	3	2	1	1	2	-9
J1262218	1426.52892489662	0	5	2	7	2011	1	1	1	3	2	1	1	6	-9
J1262219	907.660482481021	1	1	2	7	2011	4	4	2	3	2	1	1	6	2
J1262304	1093.61711875219	0	4	2	8	2011	4	4	2	3	2	1	1	3	2
J1262307	790.909150988497	1	1	2	8	2011	1	1	1	3	2	1	1	1	-9
J1262308	675.237022873284	1	1	2	8	2011	4	4	2	3	2	1	1	1	2
J1262309	746.489388944772	0	5	2	8	2011	1	1	1	3	2	1	1	1	-9
J1262310	559.630509153586	1	1	2	8	2011	3	3	2	3	2	1	1	1	1
J1262312	1926.0048293587	1	1	2	8	2011	2	2	1	3	2	1	1	5	3
J1262313	2431.56374384481	0	4	2	8	2011	4	4	2	3	2	1	1	5	2
J1262314	1109.6037631546	1	1	2	8	2011	1	1	1	3	2	1	1	2	-9
J1262315	843.807794682836	0	5	2	8	2011	1	1	1	3	2	1	1	3	-9
J1262317	1058.82926258857	1	1	2	8	2011	2	2	1	3	2	1	1	1	3
J1262318	930.017947177848	1	1	2	8	2011	3	3	2	3	2	1	1	1	1
J1262402	770.083694731063	0	5	2	8	2011	1	1	1	3	2	1	1	1	-9
J1262403	624.937449924901	1	1	2	8	2011	3	3	2	3	2	1	1	1	1
J1262406	662.647865101914	0	4	2	8	2011	2	2	1	3	2	1	1	1	3
J1262411	708.146263938839	1	1	2	8	2011	4	4	2	3	2	1	1	1	2
J1262413	1388.63694236727	1	1	2	8	2011	4	4	2	3	2	1	1	4	2
J1262416	1797.63069694549	1	1	2	8	2011	1	1	1	3	2	1	1	5	-9
J1262418	1885.67149086608	1	1	2	8	2011	1	1	1	3	2	1	1	9	-9
J1263102	1393.04849975202	0	5	3	10	2011	1	1	1	3	2	1	1	1	-9
J1263103	892.042316106156	0	5	3	10	2011	4	4	2	3	2	1	1	1	2
J1263104	1240.35483126465	1	1	3	10	2011	2	2	1	3	2	1	1	1	3
J1263105	816.740872672683	1	1	3	10	2011	2	2	1	3	2	1	1	1	4
J1263106	577.02379018281	1	1	3	10	2011	4	4	2	3	2	1	1	1	2
J1263107	937.654991959544	0	4	3	10	2011	3	3	2	3	2	1	1	1	1
J1263109	1860.3292041276	0	4	3	10	2011	2	2	1	3	2	1	1	1	4
J1263110	1988.35169243964	0	5	3	10	2011	1	1	1	3	2	1	1	1	-9
J1263111	735.395546377114	1	1	3	10	2011	3	3	2	3	2	1	1	1	1
J1263112	1104.19580916538	1	1	3	10	2011	3	3	2	3	2	1	1	1	1
J1263113	839.902332162507	1	1	3	10	2011	3	3	2	3	2	1	1	1	1
J1263115	2050.92368321852	0	5	3	10	2011	1	1	1	3	2	1	1	6	-9
J1263201	755.795672216591	1	1	3	10	2011	3	3	2	3	2	1	1	2	1
J1263202	628.293461156773	0	5	3	10	2011	3	3	2	3	2	1	1	2	1
J1263205	1750.98177218804	0	5	3	10	2011	1	1	1	3	2	1	1	4	-9
J1263208	853.744090276964	0	5	3	10	2011	3	3	2	3	2	1	1	1	1
J1263209	2003.73039416254	0	4	3	10	2011	1	1	1	3	2	1	1	2	-9
J1263210	718.596441197241	0	5	3	10	2011	1	1	1	3	2	1	1	2	-9
J1263211	1845.63370260025	0	4	3	10	2011	2	2	1	3	2	1	1	1	5
J1263215	825.638135545895	0	5	3	10	2011	3	3	2	3	2	1	1	1	1
J1263216	2288.19416878456	0	4	3	10	2011	1	1	1	3	2	1	1	2	-9
J1263301	1305.04138799481	0	5	3	11	2011	4	4	2	3	2	1	1	1	2
J1263302	1340.71312307465	1	1	3	11	2011	3	3	2	3	2	1	1	1	1
J1263305	2916.43670168026	0	5	3	11	2011	1	1	1	3	2	1	1	2	-9
J1263306	1256.72711801802	0	5	3	11	2011	1	1	1	3	2	1	1	1	-9
J1263311	3067.30151509388	0	4	3	11	2011	3	3	2	3	2	1	1	1	1
J1263312	2005.91186714529	1	1	3	11	2011	3	3	2	3	2	1	1	1	1
J1263313	896.879193005231	0	5	3	11	2011	1	1	1	3	2	1	1	1	-9
J1263316	2016.24329486402	0	5	3	11	2011	1	1	1	3	2	1	1	1	-9
J1263317	2766.53285195295	0	4	3	11	2011	1	1	1	3	2	1	1	1	-9
J1263401	1049.28672220739	0	4	3	11	2011	2	2	1	3	2	1	1	2	5
J1263403	852.904722280187	1	1	3	11	2011	2	2	1	3	2	1	1	1	4
J1263404	818.877629475234	0	5	3	11	2011	2	2	1	3	2	1	1	1	3
J1263405	750.972580306953	0	4	3	11	2011	3	3	2	3	2	1	1	1	1
J1263406	1142.76669322236	1	1	3	11	2011	4	4	2	3	2	1	1	3	2
J1263410	759.080604516886	0	4	3	11	2011	2	2	1	3	2	1	1	1	3
J1263411	1576.08791459126	0	4	3	11	2011	2	2	1	3	2	1	1	2	3
J1263412	655.767548035903	1	1	3	11	2011	4	4	2	3	2	1	1	1	2
J1263414	862.236770929953	0	5	3	11	2011	1	1	1	3	2	1	1	1	-9
